SECCION_CO,LOTES,PREDIOS,UCensales,RazonUnidx,DifUC_Pred
19110300313,4,4,35,8.8,31.0
19110300601,415,667,924,1.4,257.0
19110300602,1030,1634,2003,1.2,369.0
19110300701,47,72,312,4.3,240.0
19110300702,493,738,1022,1.4,284.0
19110300703,442,510,652,1.3,142.0
19110300704,69,76,120,1.6,44.0
19110300705,566,828,915,1.1,87.0
19110300707,23,31,303,9.8,272.0
19110300708,167,347,553,1.6,206.0
19130300101,429,608,596,1.0,-12.0
19130300102,156,193,177,0.9,-16.0
19130300103,348,396,422,1.1,26.0
19130300104,142,287,335,1.2,48.0
19130300105,167,265,275,1.0,10.0
19130300106,140,211,239,1.1,28.0
19130300107,173,215,184,0.9,-31.0
19130300201,363,554,634,1.1,80.0
19130300202,489,743,693,0.9,-50.0
19130300203,462,691,698,1.0,7.0
19130300204,313,506,541,1.1,35.0
19130300205,280,420,567,1.4,147.0
19130300207,10,74,70,0.9,-4.0
19130300208,3,3,2,0.7,-1.0
19130300209,1,1,1,1.0,0.0
19130300210,10,10,1,0.1,-9.0
19130300301,707,1117,1044,0.9,-73.0
19130300302,799,1018,683,0.7,-335.0
19130300303,495,615,765,1.2,150.0
19130300304,395,514,497,1.0,-17.0
19130300305,1451,2138,1261,0.6,-877.0
19130300306,441,552,518,0.9,-34.0
19130300401,300,589,561,1.0,-28.0
19130300402,637,884,972,1.1,88.0
19130300403,403,652,688,1.1,36.0
19130300404,389,682,706,1.0,24.0
19130300405,380,698,777,1.1,79.0
19130300501,192,276,340,1.2,64.0
19130300502,253,421,417,1.0,-4.0
19130300503,297,407,580,1.4,173.0
19130300504,214,606,566,0.9,-40.0
19130300505,216,365,389,1.1,24.0
19137300101,362,418,508,1.2,90.0
19137300102,781,815,939,1.2,124.0
19137300103,380,400,359,0.9,-41.0
19137300104,686,747,948,1.3,201.0
19137300105,646,698,792,1.1,94.0
19137300106,1,1,2,2.0,1.0
19137300201,35,188,273,1.5,85.0
19137300202,64,83,538,6.5,455.0
19137300203,11,19,301,15.8,282.0
19137300204,670,803,1043,1.3,240.0
19137300205,259,292,845,2.9,553.0
19137300207,1,1,553,553.0,552.0
19137300208,2,2,2,1.0,0.0
19137300301,11,15,75,5.0,60.0
19137300302,1,346,206,0.6,-140.0
19137300401,7,21,268,12.8,247.0
19137300402,202,237,529,2.2,292.0
19137300403,265,300,836,2.8,536.0
19137300404,16,180,852,4.7,672.0
19137300501,1216,1269,1696,1.3,427.0
19137300502,639,657,455,0.7,-202.0
19137300503,279,299,221,0.7,-78.0
19137300504,3,3,5,1.7,2.0
19137300505,6,11,25,2.3,14.0
19137300506,3,3,15,5.0,12.0
19137300507,1,1,1,1.0,0.0
19137300508,3,3,1174,391.3,1171.0
19137300509,3,3,1,0.3,-2.0
19137300510,5,5,2,0.4,-3.0
19142300104,197,314,434,1.4,120.0
19142300105,329,463,572,1.2,109.0
19142300106,360,459,14,0.0,-445.0
19142300201,9,9,27,3.0,18.0
19142300202,117,162,156,1.0,-6.0
19142300203,250,401,547,1.4,146.0
19142300204,475,712,853,1.2,141.0
19142300205,697,1148,1325,1.2,177.0
19142300206,12,96,167,1.7,71.0
19142300207,12,12,328,27.3,316.0
19142300208,1,1,30,30.0,29.0
19142300209,2,8,4,0.5,-4.0
19142300210,13,18,62,3.4,44.0
19142300301,67,68,241,3.5,173.0
19142300302,170,176,330,1.9,154.0
19142300303,3,31,66,2.1,35.0
19142300304,2,74,339,4.6,265.0
19142300305,24,34,153,4.5,119.0
19142300306,22,24,52,2.2,28.0
19142300308,7,7,203,29.0,196.0
19142300309,47,48,1,0.0,-47.0
19142300401,1,7,204,29.1,197.0
19142300402,426,529,156,0.3,-373.0
19142300403,96,125,118,0.9,-7.0
19142300404,41,43,1,0.0,-42.0
19142300405,54,79,32,0.4,-47.0
19142300407,1,1,1264,1264.0,1263.0
19142300408,13,19,9,0.5,-10.0
19142300409,1,1,10,10.0,9.0
19142300410,6,11,127,11.5,116.0
19142300411,4,4,46,11.5,42.0
19142300412,5,5,41,8.2,36.0
19212300101,232,311,378,1.2,67.0
19212300102,904,929,275,0.3,-654.0
19212300103,409,568,715,1.3,147.0
19212300104,304,377,370,1.0,-7.0
19212300105,262,359,468,1.3,109.0
19212300106,6,9,2,0.2,-7.0
19212300107,6,7,8,1.1,1.0
19212300108,2,2,4,2.0,2.0
19212300109,1,1,1,1.0,0.0
19212300110,5,6,11,1.8,5.0
19212300112,1,1,2,2.0,1.0
19212300201,350,509,508,1.0,-1.0
19212300202,775,994,1358,1.4,364.0
19212300203,353,461,491,1.1,30.0
19212300204,151,170,291,1.7,121.0
19212300205,64,64,100,1.6,36.0
19212300206,9,13,47,3.6,34.0
19212300207,1,1,4,4.0,3.0
19212300208,2,2,3,1.5,1.0
19212300209,4,4,4,1.0,0.0
19212300210,3,3,1,0.3,-2.0
19212300211,3,3,24,8.0,21.0
19212300212,1,1,1,1.0,0.0
19212300213,4,4,2,0.5,-2.0
19212300214,4,4,164,41.0,160.0
19212300215,4,4,1,0.3,-3.0
19212300217,2,2,14,7.0,12.0
19212300218,1,1,6,6.0,5.0
19212300219,2,2,1,0.5,-1.0
19212300220,4,4,11,2.8,7.0
19212300221,3,3,11,3.7,8.0
19212300223,2,2,5,2.5,3.0
19212300301,168,192,272,1.4,80.0
19212300302,88,89,210,2.4,121.0
19212300303,11,11,16,1.5,5.0
19212300304,1,1,1,1.0,0.0
19212300307,1,1,2,2.0,1.0
19256300104,32,32,61,1.9,29.0
19256300106,1,1,7,7.0,6.0
19256300203,26,26,141,5.4,115.0
19256300403,10,13,11,0.8,-2.0
19256300404,20,20,43,2.2,23.0
19256300405,42,59,105,1.8,46.0
19256300502,39,41,106,2.6,65.0
19256300503,39,39,43,1.1,4.0
19256300504,7,7,17,2.4,10.0
19256300601,21,21,32,1.5,11.0
19256300602,93,106,103,1.0,-3.0
19256300604,99,103,112,1.1,9.0
19256300605,148,225,339,1.5,114.0
19256300702,6,6,16,2.7,10.0
19256300801,2,2,20,10.0,18.0
19256300802,4,4,2,0.5,-2.0
19256300803,14,15,3,0.2,-12.0
19256300804,19,19,14,0.7,-5.0
19256300805,39,39,15,0.4,-24.0
19256300902,1,1,124,124.0,123.0
19256300903,3,3,149,49.7,146.0
19256300904,12,12,143,11.9,131.0
19256301001,1,1,18,18.0,17.0
19256301101,1,1,13,13.0,12.0
19256301201,8,11,15,1.4,4.0
19256301202,28,29,38,1.3,9.0
19256301203,41,44,78,1.8,34.0
19256301301,177,177,286,1.6,109.0
19256301302,3,3,1,0.3,-2.0
19256301303,36,19,21,1.1,2.0
